language_id,form_id,lexeme,cell,source_form,orth_form,phon_form,analysed_orth_form,source,page,paradigm_tag,tense_tag,morphanalysis_tag,overabundance_tag,phonanalysis_tag,variants_tag,order_tag
analnaga,analnaga001,no_stem,1.sg,ní,ní,n i ⁵,ní,Ozerov2019Anal,27,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga002,no_stem,1.du.incl,àní,àní,a ¹ n i ⁵,àní,Ozerov2021Multiple,175-204,unspec_var,NA,NA,optional_plural,NA,NA,NA
analnaga,analnaga003,no_stem,1.du.incl,àní-hín,àníhín,a ¹ n i ⁵ h i ⁵ n,àní+hín,Ozerov2021Multiple,175-204,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga004,no_stem,1.du.incl,nàní,nàní,n a ¹ n i ⁵,nàní,Ozerov2021Multiple,175-204,unspec_var,NA,NA,optional_plural,NA,NA,NA
analnaga,analnaga005,no_stem,1.du.incl,nàní-hín,nàníhín,n a ¹ n i ⁵ h i ⁵ n,nàní+hín,Ozerov2021Multiple,175-204,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga006,no_stem,1.pl.excl,ní-hín,níhín,n i ⁵ h i ⁵ n,ní+hín,Ozerov2019Anal,27,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga007,no_stem,1.pl.incl,àní-hín,àníhín,a ¹ n i ⁵ h i ⁵ n,àní+hín,Ozerov2021Multiple,175-204,unspec_var,NA,NA,NA,NA,NA,NA
analnaga,analnaga008,no_stem,1.pl.incl,nàní-hín,nàníhín,n a ¹ n i ⁵ h i ⁵ n,nàní+hín,Ozerov2021Multiple,175-204,unspec_var,NA,NA,NA,NA,NA,NA
analnaga,analnaga009,no_stem,2.sg,náŋ,náŋ,n a ⁵ ŋ,náŋ,Ozerov2019Anal,27,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga010,no_stem,2.pl,náŋ-hín,náŋhín,n a ⁵ ŋ h i ⁵ n,náŋ+hín,Ozerov2019Anal,27,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga011,no_stem,3.sg,àmá,àmá,a ¹ m a ⁵,àmá,Ozerov2019Anal,27,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga012,no_stem,3.pl,àmá-hín,àmáhín,a ¹ m a ⁵ h i ⁵ n,àmá+hín,Ozerov2019Anal,27,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga013,tʰa,1.sg.fut.aff,ʈʰáː-ká-níŋ,Σkáníŋ,Σ k a ⁵ n i ⁵ ŋ,Σ+ká+níŋ,Ozerov2019Anal,39,default,NA,special_stem,NA,NA,NA,NA
analnaga,analnaga014,tʰa,1.du.incl.fut.aff,ʈʰà-tɕəká,Σtɕəká,Σ ts ə k a ⁵,Σ+tɕəká,Ozerov2019Anal,39,hort,NA,NA,NA,NA,NA,NA
analnaga,analnaga015,tʰa,1.pl.excl.fut.aff,ʈʰà-hín-ká-níŋ,Σhínkáníŋ,Σ h i ⁵ n k a ⁵ n i ⁵ ŋ,Σ+hín+ká+níŋ,Ozerov2019Anal,39,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga016,tʰa,1.pl.incl.fut.aff,ʈʰà-hín-tɕəká,Σhíntɕəká,Σ h i ⁵ n ts ə k a ⁵,Σ+hín+tɕəká,Ozerov2019Anal,39,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga017,ta,1.sg.2.sg.fut.aff,a-ː-táː-ká-níŋ,aːΣkáníŋ,aa Σ k a ⁵ n i ⁵ ŋ,aː+Σ+ká+níŋ,Ozerov2025Anal,250423,default,NA,special_stem,NA,NA,NA,NA
analnaga,analnaga018,ta,1.sg.2.pl.fut.aff,a-ː-tà-hín-ká-níŋ,aːΣhínkáníŋ,aa Σ h i ⁵ n k a ⁵ n i ⁵ ŋ,aː+Σ+hín+ká+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga019,ta,1.pl.excl.2.sg.fut.aff,a-ː-tà-hín-ká-níŋ,aːΣhínkáníŋ,aa Σ h i ⁵ n k a ⁵ n i ⁵ ŋ,aː+Σ+hín+ká+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga020,ta,1.pl.excl.2.pl.fut.aff,a-ː-tà-hín-ká-níŋ,aːΣhínkáníŋ,aa Σ h i ⁵ n k a ⁵ n i ⁵ ŋ,aː+Σ+hín+ká+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga021,ta,1.sg.3.sg.fut.aff,táː-ká-níŋ,Σkáníŋ,Σ k a ⁵ n i ⁵ ŋ,Σ+ká+níŋ,Ozerov2025Anal,250423,default,NA,special_stem,NA,NA,NA,NA
analnaga,analnaga022,ta,1.sg.3.pl.fut.aff,tà-jéː-ká-níŋ,Σjéːkáníŋ,Σ j ee ⁵ k a ⁵ n i ⁵ ŋ,Σ+jéː+ká+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga023,ta,1.du.incl.3.sg.fut.aff,tà-tɕəká,Σtɕəká,Σ ts ə k a ⁵,Σ+tɕəká,Ozerov2025Anal,250609,hort,NA,NA,NA,NA,NA,NA
analnaga,analnaga024,ta,1.du.incl.3.pl.fut.aff,tà-jè-tɕəká,Σjètɕəká,Σ j e ¹ ts ə k a ⁵,Σ+jè+tɕəká,Ozerov2025Anal,250609,hort,NA,NA,NA,NA,NA,NA
analnaga,analnaga025,ta,1.pl.excl.3.sg.fut.aff,tà-hín-ká-níŋ,Σhínkáníŋ,Σ h i ⁵ n k a ⁵ n i ⁵ ŋ,Σ+hín+ká+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga026,ta,1.pl.incl.3.sg.fut.aff,tà-hìn-tɕəká,Σhìntɕəká,Σ h i ¹ n ts ə k a ⁵,Σ+hìn+tɕəká,Ozerov2025Anal,250423,hort,NA,NA,NA,NA,NA,NA
analnaga,analnaga027,ta,1.pl.excl.3.pl.fut.aff,tà-hín-ká-níŋ,Σhínkáníŋ,Σ h i ⁵ n k a ⁵ n i ⁵ ŋ,Σ+hín+ká+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga028,ta,1.pl.excl.3.pl.fut.aff,tà-jé-ká-níŋ,Σjékáníŋ,Σ j e ⁵ k a ⁵ n i ⁵ ŋ,Σ+jé+ká+níŋ,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga029,ta,1.pl.incl.3.pl.fut.aff,tà-hìn-tɕəká,Σhìntɕəká,Σ h i ¹ n ts ə k a ⁵,Σ+hìn+tɕəká,Ozerov2025Anal,250423,hort,NA,NA,NA,NA,NA,NA
analnaga,analnaga030,tʰa,2.sg.fut.aff,ʈʰáː-ká-tí,Σkátí,Σ k a ⁵ t i ⁵,Σ+ká+tí,Ozerov2019Anal,39,default,NA,special_stem,NA,NA,NA,NA
analnaga,analnaga031,tʰa,2.pl.fut.aff,ʈʰà-hín-ká-tí,Σhínkátí,Σ h i ⁵ n k a ⁵ t i ⁵,Σ+hín+ká+tí,Ozerov2019Anal,39,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga032,ta,2.sg.1.sg.fut.aff,ka-ː-táː-ká-tí,kaːΣkátí,k aa Σ k a ⁵ t i ⁵,kaː+Σ+ká+tí,Ozerov2025Anal,250423,default,NA,special_stem,NA,NA,NA,NA
analnaga,analnaga033,ta,2.sg.1.pl.excl.fut.aff,ka-ː-tà-hín-ká-tí,kaːΣhínkátí,k aa Σ h i ⁵ n k a ⁵ t i ⁵,kaː+Σ+hín+ká+tí,Ozerov2025Anal,250613,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga034,ta,2.pl.1.sg.fut.aff,ka-ː-tà-hín-ká-tí,kaːΣhínkátí,k aa Σ h i ⁵ n k a ⁵ t i ⁵,kaː+Σ+hín+ká+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga035,ta,2.pl.1.pl.excl.fut.aff,ka-ː-tà-hín-ká-tí,kaːΣhínkátí,k aa Σ h i ⁵ n k a ⁵ t i ⁵,kaː+Σ+hín+ká+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga036,ta,2.sg.3.sg.fut.aff,táː-ká-tí,Σkátí,Σ k a ⁵ t i ⁵,Σ+ká+tí,Ozerov2025Anal,250423,default,NA,special_stem,NA,NA,NA,NA
analnaga,analnaga037,ta,2.sg.3.pl.fut.aff,tà-jéː-ká-tí,Σjéːkátí,Σ j ee ⁵ k a ⁵ t i ⁵,Σ+jéː+ká+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga038,ta,2.pl.3.sg.fut.aff,tà-hín-ká-tí,Σhínkátí,Σ h i ⁵ n k a ⁵ t i ⁵,Σ+hín+ká+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga039,ta,2.pl.3.pl.fut.aff,tà-hín-ká-tí,Σhínkátí,Σ h i ⁵ n k a ⁵ t i ⁵,Σ+hín+ká+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga040,ta,2.pl.3.pl.fut.aff,tà-jé-ká-tí,Σjékátí,Σ j e ⁵ k a ⁵ t i ⁵,Σ+jé+ká+tí,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga041,tʰa,3.sg.fut.aff,ʈʰà-nà-ká,Σnàká,Σ n a ¹ k a ⁵,Σ+nà+ká,Ozerov2019Anal,39,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga042,tʰa,3.pl.fut.aff,ʈʰà-jè-ná-ká,Σjènáká,Σ j e ¹ n a ⁵ k a ⁵,Σ+jè+ná+ká,Ozerov2019Anal,39,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga043,ta,3.sg.1.sg.fut.aff,ka-ː-tà-nà-ká,kaːΣnàká,k aa Σ n a ¹ k a ⁵,kaː+Σ+nà+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga044,ta,3.sg.1.du.incl.fut.aff,na-ː-tà-nà-ká,naːΣnàká,n aa Σ n a ¹ k a ⁵,naː+Σ+nà+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga045,ta,3.sg.1.pl.excl.fut.aff,ka-ː-tà-hìn-ná-ká,kaːΣhìnnáká,k aa Σ h i ¹ n n a ⁵ k a ⁵,kaː+Σ+hìn+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga046,ta,3.sg.1.pl.incl.fut.aff,na-ː-tà-hìn-ná-ká,naːΣhìnnáká,n aa Σ h i ¹ n n a ⁵ k a ⁵,naː+Σ+hìn+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga047,ta,3.pl.1.sg.fut.aff,ka-ː-tà-jè-ná-ká,kaːΣjènáká,k aa Σ j e ¹ n a ⁵ k a ⁵,kaː+Σ+jè+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga048,ta,3.pl.1.du.incl.fut.aff,na-ː-tà-jè-ná-ká,naːΣjènáká,n aa Σ j e ¹ n a ⁵ k a ⁵,naː+Σ+jè+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga049,ta,3.pl.1.pl.excl.fut.aff,ka-ː-tà-hìn-ná-ká,kaːΣhìnnáká,k aa Σ h i ¹ n n a ⁵ k a ⁵,kaː+Σ+hìn+ná+ká,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga050,ta,3.pl.1.pl.excl.fut.aff,ka-ː-tà-jè-ná-ká,kaːΣjènáká,k aa Σ j e ¹ n a ⁵ k a ⁵,kaː+Σ+jè+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga051,ta,3.pl.1.pl.incl.fut.aff,na-ː-tà-hìn-ná-ká,naːΣhìnnáká,n aa Σ h i ¹ n n a ⁵ k a ⁵,naː+Σ+hìn+ná+ká,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga052,ta,3.pl.1.pl.incl.fut.aff,na-ː-tà-jè-ná-ká,naːΣjènáká,n aa Σ j e ¹ n a ⁵ k a ⁵,naː+Σ+jè+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga053,ta,3.sg.2.sg.fut.aff,a-ː-tà-nà-ká,aːΣnàká,aa Σ n a ¹ k a ⁵,aː+Σ+nà+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga054,ta,3.sg.2.pl.fut.aff,a-ː-tà-hìn-ná-ká,aːΣhìnnáká,aa Σ h i ¹ n n a ⁵ k a ⁵,aː+Σ+hìn+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga055,ta,3.pl.2.sg.fut.aff,a-ː-tà-jè-ná-ká,aːΣjènáká,aa Σ j e ¹ n a ⁵ k a ⁵,aː+Σ+jè+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga056,ta,3.pl.2.pl.fut.aff,a-ː-tà-hìn-ná-ká,aːΣhìnnáká,aa Σ h i ¹ n n a ⁵ k a ⁵,aː+Σ+hìn+ná+ká,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga057,ta,3.pl.2.pl.fut.aff,a-ː-tà-jè-ná-ká,aːΣjènáká,aa Σ j e ¹ n a ⁵ k a ⁵,aː+Σ+jè+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga058,ta,3.sg.3.sg.fut.aff,tà-nà-ká,Σnàká,Σ n a ¹ k a ⁵,Σ+nà+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga059,ta,3.sg.3.pl.fut.aff,tà-jè-ná-ká,Σjènáká,Σ j e ¹ n a ⁵ k a ⁵,Σ+jè+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga060,ta,3.pl.3.sg.fut.aff,tà-jè-ná-ká,Σjènáká,Σ j e ¹ n a ⁵ k a ⁵,Σ+jè+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga061,ta,3.pl.3.pl.fut.aff,tà-jè-ná-ká,Σjènáká,Σ j e ¹ n a ⁵ k a ⁵,Σ+jè+ná+ká,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga062,tʰa,1.sg.fut.neg,ʈʰà-nà-má-níŋ,Σnàmáníŋ,Σ n a ¹ m a ⁵ n i ⁵ ŋ,Σ+nà+má+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga063,tʰa,1.du.incl.fut.neg,ʈʰà-nà-má-sín,Σnàmásín,Σ n a ¹ m a ⁵ s i ⁵ n,Σ+nà+má+sín,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga064,tʰa,1.pl.excl.fut.neg,ʈʰà-nà-má-hín-níŋ,Σnàmáhínníŋ,Σ n a ¹ m a ⁵ h i ⁵ n n i ⁵ ŋ,Σ+nà+má+hín+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga065,tʰa,1.pl.incl.fut.neg,ʈʰà-nà-má-hín-sín,Σnàmáhínsín,Σ n a ¹ m a ⁵ h i ⁵ n s i ⁵ n,Σ+nà+má+hín+sín,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga066,ta,1.sg.2.sg.fut.neg,a-ː-tà-nà-má-níŋ,aːΣnàmáníŋ,aa Σ n a ¹ m a ⁵ n i ⁵ ŋ,aː+Σ+nà+má+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga067,ta,1.sg.2.pl.fut.neg,a-ː-tà-nà-má-hín-níŋ,aːΣnàmáhínníŋ,aa Σ n a ¹ m a ⁵ h i ⁵ n n i ⁵ ŋ,aː+Σ+nà+má+hín+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga068,ta,1.sg.3.pl.fut.neg,tà-nà-má-jé-níŋ,Σnàmájéníŋ,Σ n a ¹ m a ⁵ j e ⁵ n i ⁵ ŋ,Σ+nà+má+jé+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga069,ta,1.pl.excl.2.sg.fut.neg,a-ː-tà-nà-má-hín-níŋ,aːΣnàmáhínníŋ,aa Σ n a ¹ m a ⁵ h i ⁵ n n i ⁵ ŋ,aː+Σ+nà+má+hín+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga070,ta,1.pl.excl.2.pl.fut.neg,a-ː-tà-nà-má-hín-níŋ,aːΣnàmáhínníŋ,aa Σ n a ¹ m a ⁵ h i ⁵ n n i ⁵ ŋ,aː+Σ+nà+má+hín+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga071,ta,1.sg.3.sg.fut.neg,tà-nà-má-níŋ,Σnàmáníŋ,Σ n a ¹ m a ⁵ n i ⁵ ŋ,Σ+nà+má+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga072,ta,1.du.incl.3.sg.fut.neg,tà-nà-má-sín,Σnàmásín,Σ n a ¹ m a ⁵ s i ⁵ n,Σ+nà+má+sín,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga073,ta,1.du.incl.3.pl.fut.neg,tà-nà-má-jé-sín,Σnàmájésín,Σ n a ¹ m a ⁵ j e ⁵ s i ⁵ n,Σ+nà+má+jé+sín,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga074,ta,1.pl.excl.3.sg.fut.neg,tà-nà-má-hín-níŋ,Σnàmáhínníŋ,Σ n a ¹ m a ⁵ h i ⁵ n n i ⁵ ŋ,Σ+nà+má+hín+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga075,ta,1.pl.incl.3.sg.fut.neg,tà-nà-má-hín-sín,Σnàmáhínsín,Σ n a ¹ m a ⁵ h i ⁵ n s i ⁵ n,Σ+nà+má+hín+sín,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga076,ta,1.pl.excl.3.pl.fut.neg,tà-nà-má-hín-níŋ,Σnàmáhínníŋ,Σ n a ¹ m a ⁵ h i ⁵ n n i ⁵ ŋ,Σ+nà+má+hín+níŋ,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga077,ta,1.pl.excl.3.pl.fut.neg,tà-nà-má-jé-níŋ,Σnàmájéníŋ,Σ n a ¹ m a ⁵ j e ⁵ n i ⁵ ŋ,Σ+nà+má+jé+níŋ,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga078,ta,1.pl.incl.3.pl.fut.neg,tà-nà-má-hín-sín,Σnàmáhínsín,Σ n a ¹ m a ⁵ h i ⁵ n s i ⁵ n,Σ+nà+má+hín+sín,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga079,ta,1.pl.incl.3.pl.fut.neg,tà-nà-má-jé-sín,Σnàmájésín,Σ n a ¹ m a ⁵ j e ⁵ s i ⁵ n,Σ+nà+má+jé+sín,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga080,tʰa,2.sg.fut.neg,ʈʰà-nà-má-tí,Σnàmátí,Σ n a ¹ m a ⁵ t i ⁵,Σ+nà+má+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga081,tʰa,2.pl.fut.neg,ʈʰà-nà-má-hín-tí,Σnàmáhíntí,Σ n a ¹ m a ⁵ h i ⁵ n t i ⁵,Σ+nà+má+hín+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga082,ta,2.sg.1.sg.fut.neg,ka-ː-tà-nà-má-tí,kaːΣnàmátí,k aa Σ n a ¹ m a ⁵ t i ⁵,kaː+Σ+nà+má+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga083,ta,2.sg.1.pl.excl.fut.neg,ka-ː-tà-nà-má-hín-tí,kaːΣnàmáhíntí,k aa Σ n a ¹ m a ⁵ h i ⁵ n t i ⁵,kaː+Σ+nà+má+hín+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga084,ta,2.pl.1.sg.fut.neg,ka-ː-tà-nà-má-hín-tí,kaːΣnàmáhíntí,k aa Σ n a ¹ m a ⁵ h i ⁵ n t i ⁵,kaː+Σ+nà+má+hín+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga085,ta,2.pl.1.pl.excl.fut.neg,ka-ː-tà-nà-má-hín-tí,kaːΣnàmáhíntí,k aa Σ n a ¹ m a ⁵ h i ⁵ n t i ⁵,kaː+Σ+nà+má+hín+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga086,ta,2.sg.3.sg.fut.neg,tà-nà-má-tí,Σnàmátí,Σ n a ¹ m a ⁵ t i ⁵,Σ+nà+má+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga087,ta,2.sg.3.pl.fut.neg,tà-nà-má-jé-tí,Σnàmájétí,Σ n a ¹ m a ⁵ j e ⁵ t i ⁵,Σ+nà+má+jé+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga088,ta,2.pl.3.sg.fut.neg,tà-nà-má-hín-tí,Σnàmáhíntí,Σ n a ¹ m a ⁵ h i ⁵ n t i ⁵,Σ+nà+má+hín+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga089,ta,2.pl.3.pl.fut.neg,tà-nà-má-hín-tí,Σnàmáhíntí,Σ n a ¹ m a ⁵ h i ⁵ n t i ⁵,Σ+nà+má+hín+tí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga090,ta,2.pl.3.pl.fut.neg,tà-nà-má-jé-tí,Σnàmájétí,Σ n a ¹ m a ⁵ j e ⁵ t i ⁵,Σ+nà+má+jé+tí,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga091,tʰa,3.sg.fut.neg,ʈʰà-nà-mí,Σnàmí,Σ n a ¹ m i ⁵,Σ+nà+mí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga092,tʰa,3.pl.fut.neg,ʈʰà-nà-mí-jé,Σnàmíjé,Σ n a ¹ m i ⁵ j e ⁵,Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga093,ta,3.sg.1.sg.fut.neg,ka-ː-tà-nà-mí,kaːΣnàmí,k aa Σ n a ¹ m i ⁵,kaː+Σ+nà+mí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga094,ta,3.sg.1.du.incl.fut.neg,na-ː-tà-nà-mí,naːΣnàmí,n aa Σ n a ¹ m i ⁵,naː+Σ+nà+mí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga095,ta,3.sg.1.pl.excl.fut.neg,ka-ː-tà-nà-mí-hín,kaːΣnàmíhín,k aa Σ n a ¹ m i ⁵ h i ⁵ n,kaː+Σ+nà+mí+hín,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga096,ta,3.sg.1.pl.incl.fut.neg,na-ː-tà-nà-mí-hín,naːΣnàmíhín,n aa Σ n a ¹ m i ⁵ h i ⁵ n,naː+Σ+nà+mí+hín,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga097,ta,3.pl.1.sg.fut.neg,ka-ː-tà-nà-mí-jé,kaːΣnàmíjé,k aa Σ n a ¹ m i ⁵ j e ⁵,kaː+Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga098,ta,3.pl.1.du.incl.fut.neg,na-ː-tà-nà-mí-jè,naːΣnàmíjé,n aa Σ n a ¹ m i ⁵ j e ⁵,naː+Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga099,ta,3.pl.1.pl.excl.fut.neg,ka-ː-tà-nà-mí-hín,kaːΣnàmíhín,k aa Σ n a ¹ m i ⁵ h i ⁵ n,kaː+Σ+nà+mí+hín,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga100,ta,3.pl.1.pl.excl.fut.neg,ka-ː-tà-nà-mí-jè,kaːΣnàmíjé,k aa Σ n a ¹ m i ⁵ j e ⁵,kaː+Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga101,ta,3.pl.1.pl.incl.fut.neg,na-ː-tà-nà-mí-hín,naːΣnàmíhín,n aa Σ n a ¹ m i ⁵ h i ⁵ n,naː+Σ+nà+mí+hín,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga102,ta,3.pl.1.pl.incl.fut.neg,na-ː-tà-nà-mí-jé,naːΣnàmíjé,n aa Σ n a ¹ m i ⁵ j e ⁵,naː+Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga103,ta,3.sg.2.sg.fut.neg,a-ː-tà-nà-mí,aːΣnàmí,aa Σ n a ¹ m i ⁵,aː+Σ+nà+mí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga104,ta,3.sg.2.pl.fut.neg,a-ː-tà-nà-mí-hín,aːΣnàmíhín,aa Σ n a ¹ m i ⁵ h i ⁵ n,aː+Σ+nà+mí+hín,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga105,ta,3.pl.2.sg.fut.neg,a-ː-tà-nà-mí-jè,aːΣnàmíjé,aa Σ n a ¹ m i ⁵ j e ⁵,aː+Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga106,ta,3.pl.2.pl.fut.neg,a-ː-tà-nà-mí-hín,aːΣnàmíhín,aa Σ n a ¹ m i ⁵ h i ⁵ n,aː+Σ+nà+mí+hín,Ozerov2025Anal,250423,pragm_marked,NA,NA,NA,NA,NA,NA
analnaga,analnaga107,ta,3.pl.2.pl.fut.neg,a-ː-tà-nà-mí-jè,aːΣnàmíjé,aa Σ n a ¹ m i ⁵ j e ⁵,aː+Σ+nà+mí+jé,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
analnaga,analnaga108,ta,3.sg.3.sg.fut.neg,tà-nà-mí,Σnàmí,Σ n a ¹ m i ⁵,Σ+nà+mí,Ozerov2025Anal,250423,default,NA,NA,NA,NA,NA,NA
