language_id,form_id,lexeme,cell,source_form,orth_form,phon_form,analysed_orth_form,source,page,paradigm_tag,tense_tag,morphanalysis_tag,overabundance_tag,phonanalysis_tag,variants_tag,order_tag
analnaga,analnaga283,ta,3.pl.1.sg.nfut.neg,ka-ː-tà-má-jé-nʉ́,kaːΣmájénʉ́,k aa Σ m a ⁵ j e ⁵ n ʉ ⁵,kaː+Σ+má+jé+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga284,ta,3.pl.1.du.incl.nfut.neg,na-ː-tà-mí-jé,naːΣmíjé,n aa Σ m i ⁵ j e ⁵,naː+Σ+mí+jé,Ozerov2025Anal,251130,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga285,ta,3.pl.1.du.incl.nfut.neg,na-ː-tà-má-jé-nʉ́,naːΣmájénʉ́,n aa Σ m a ⁵ j e ⁵ n ʉ ⁵,naː+Σ+má+jé+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga286,ta,3.pl.1.pl.excl.nfut.neg,ka-ː-tà-mí-jé,kaːΣmíjé,k aa Σ m i ⁵ j e ⁵,kaː+Σ+mí+jé,Ozerov2025Anal,251130,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga287,ta,3.pl.1.pl.excl.nfut.neg,ka-ː-tà-má-jé-nʉ́,kaːΣmájénʉ́,k aa Σ m a ⁵ j e ⁵ n ʉ ⁵,kaː+Σ+má+jé+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga288,ta,3.pl.1.pl.excl.nfut.neg,ka-ː-tà-mí-hín,kaːΣmíhín,k aa Σ m i ⁵ h i ⁵ n,kaː+Σ+mí+hín,Ozerov2025Anal,251209,pragm_marked,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga289,ta,3.pl.1.pl.excl.nfut.neg,ka-ː-tà-má-hín-nʉ́,kaːΣmáhínnʉ́,k aa Σ m a ⁵ h i ⁵ n n ʉ ⁵,kaː+Σ+má+hín+nʉ́,Ozerov2025Anal,251209,pragm_marked,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga290,ta,3.pl.1.pl.incl.nfut.neg,na-ː-tà-mí-jé,naːΣmíjé,n aa Σ m i ⁵ j e ⁵,naː+Σ+mí+jé,Ozerov2025Anal,251130,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga291,ta,3.pl.1.pl.incl.nfut.neg,na-ː-tà-má-jé-nʉ́,naːΣmájénʉ́,n aa Σ m a ⁵ j e ⁵ n ʉ ⁵,naː+Σ+má+jé+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga292,ta,3.pl.1.pl.incl.nfut.neg,na-ː-tà-mí-hín,naːΣmíhín,n aa Σ m i ⁵ h i ⁵ n,naː+Σ+mí+hín,Ozerov2025Anal,251209,pragm_marked,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga293,ta,3.pl.1.pl.incl.nfut.neg,na-ː-tà-má-hín-nʉ́,naːΣmáhínnʉ́,n aa Σ m a ⁵ h i ⁵ n n ʉ ⁵,naː+Σ+má+hín+nʉ́,Ozerov2025Anal,251209,pragm_marked,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga294,ta,3.sg.2.sg.nfut.neg,a-ː-tà-mí,aːΣmí,aa Σ m i ⁵,aː+Σ+mí,Ozerov2025Anal,251130,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga295,ta,3.sg.2.sg.nfut.neg,a-ː-tà-má-nʉ́,aːΣmánʉ́,aa Σ m a ⁵ n ʉ ⁵,aː+Σ+má+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga296,ta,3.sg.2.pl.nfut.neg,a-ː-tà-mí-hín,aːΣmíhín,aa Σ m i ⁵ h i ⁵ n,aː+Σ+mí+hín,Ozerov2025Anal,251130,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga297,ta,3.sg.2.pl.nfut.neg,a-ː-tà-má-hín-nʉ́,aːΣmáhínnʉ́,aa Σ m a ⁵ h i ⁵ n n ʉ ⁵,aː+Σ+má+hín+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga298,ta,3.pl.2.sg.nfut.neg,a-ː-tà-mí-jé,aːΣmíjé,aa Σ m i ⁵ j e ⁵,aː+Σ+mí+jé,Ozerov2025Anal,251130,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga299,ta,3.pl.2.sg.nfut.neg,a-ː-tà-má-jé-nʉ́,aːΣmájénʉ́,aa Σ m a ⁵ j e ⁵ n ʉ ⁵,aː+Σ+má+jé+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga300,ta,3.pl.2.pl.nfut.neg,a-ː-tà-mí-jé,aːΣmíhín,aa Σ m i ⁵ h i ⁵ n,aː+Σ+mí+hín,Ozerov2025Anal,251130,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga301,ta,3.pl.2.pl.nfut.neg,a-ː-tà-má-jé-nʉ́,aːΣmájénʉ́,aa Σ m a ⁵ j e ⁵ n ʉ ⁵,aː+Σ+má+jé+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga302,ta,3.pl.2.pl.nfut.neg,a-ː-tà-mí-hín,aːΣmíhín,aa Σ m i ⁵ h i ⁵ n,aː+Σ+mí+hín,Ozerov2025Anal,251209,pragm_marked,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga303,ta,3.pl.2.pl.nfut.neg,a-ː-tà-má-hín-nʉ́,aːΣmáhínnʉ́,aa Σ m a ⁵ h i ⁵ n n ʉ ⁵,aː+Σ+má+hín+nʉ́,Ozerov2025Anal,251209,pragm_marked,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga304,ta,3.sg.3.sg.nfut.neg,tà-mí,Σmí,Σ m i ⁵,Σ+mí,Ozerov2019Anal,53,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga305,ta,3.sg.3.sg.nfut.neg,tà-má-nʉ́,Σmánʉ́,Σ m a ⁵ n ʉ ⁵,Σ+má+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga306,ta,3.sg.3.pl.nfut.neg,tà-mí-jé,Σmíjé,Σ m i ⁵ j e ⁵,Σ+mí+jé,Ozerov2019Anal,53,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga307,ta,3.sg.3.pl.nfut.neg,tà-má-jé-nʉ́,Σmájénʉ́,Σ m a ⁵ j e ⁵ n ʉ ⁵,Σ+má+jé+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga308,ta,3.pl.3.sg.nfut.neg,tà-mí-jé,Σmíjé,Σ m i ⁵ j e ⁵,Σ+mí+jé,Ozerov2019Anal,53,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga309,ta,3.pl.3.sg.nfut.neg,tà-má-jé-nʉ́,Σmájénʉ́,Σ m a ⁵ j e ⁵ n ʉ ⁵,Σ+má+jé+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga310,ta,3.pl.3.pl.nfut.neg,tà-mí-jé,Σmíjé,Σ m i ⁵ j e ⁵,Σ+mí+jé,Ozerov2019Anal,53,default,non_generic_nf,NA,NA,NA,NA,NA
analnaga,analnaga311,ta,3.pl.3.pl.nfut.neg,tà-má-jé-nʉ́,Σmájénʉ́,Σ m a ⁵ j e ⁵ n ʉ ⁵,Σ+má+jé+nʉ́,Ozerov2025Anal,251209,default,generic_nf,NA,NA,NA,NA,NA
chiru,chiru001,no_stem,1.sg,kèi,kèi,k e ¹ i,kèi,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru002,no_stem,1.du.excl,ká-dìn,kádìn,k a ⁵ d i ¹ n,ká+dìn,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru003,no_stem,1.du.incl,nà-dìn,nàdìn,n a ¹ d i ¹ n,nà+dìn,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru004,no_stem,1.pl,kéi-nì,kéinì,k e ⁵ i n i ¹,kéi+nì,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru005,no_stem,2.sg,náŋ,náŋ,n a ⁵ ŋ,náŋ,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru006,no_stem,2.du,náŋ-dìn,náŋdìn,n a ⁵ ŋ d i ¹ n,náŋ+dìn,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru007,no_stem,2.pl,náŋ-nì,náŋnì,n a ⁵ ŋ n i ¹,náŋ+nì,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru008,no_stem,3.sg,àmá,àmá,a ¹ m a ⁵,àmá,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru009,no_stem,3.sg,ə̀mə́,ə̀mə́,ə ¹ m ə ⁵,ə̀mə́,Awan2019Chiru,82,unspec_var,NA,NA,NA,NA,NA,NA
chiru,chiru010,no_stem,3.du,á-dìn,ádìn,a ⁵ d i ¹ n,á+dìn,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru011,no_stem,3.pl,àmá-nì,àmánì,a ¹ m a ⁵ n i ¹,àmá+nì,Awan2019Chiru,82,default,NA,NA,NA,NA,NA,NA
chiru,chiru012,mei,1.sg.fut.aff,ká-mèi-ràŋ-nì,káΣràŋnì,k a ⁵ Σ r a ¹ ŋ n i ¹,ká+Σ+ràŋ+nì,Awan2019Chiru,85,default,NA,NA,NA,NA,NA,NA
chiru,chiru013,mei,1.pl.excl.fut.aff,ká-mèi-ù-ràŋ-nì,káΣùràŋnì,k a ⁵ Σ u ¹ r a ¹ ŋ n i ¹,ká+Σ+ù+ràŋ+nì,Awan2019Chiru,85,default,NA,NA,NA,NA,NA,NA
chiru,chiru014,mei,1.pl.incl.fut.aff,ná-mèi-ù-ràŋ-nì,náΣùràŋnì,n a ⁵ Σ u ¹ r a ¹ ŋ n i ¹,ná+Σ+ù+ràŋ+nì,Awan2019Chiru,85,default,NA,NA,NA,NA,NA,NA
chiru,chiru015,muk,1.sg.2.sg.fut.aff,kù-nú-mùk-ràŋ-nì,kùnúΣràŋnì,k u ¹ n u ⁵ Σ r a ¹ ŋ n i ¹,kù+nú+Σ+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru016,rei,1.sg.2.sg.fut.aff,kè-né-rèi-ràng-nì,kènéΣràŋnì,k e ¹ n e ⁵ Σ r a ¹ ŋ n i ¹,kè+né+Σ+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru017,sit,1.sg.2.sg.fut.aff,kì-ní-sìt-ràng-nì,kìníΣràŋnì,k i ¹ n i ⁵ Σ r a ¹ ŋ n i ¹,kì+ní+Σ+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru018,that,1.sg.2.sg.fut.aff,kà-ná-thàt-ràng-nì,kànáΣràŋnì,k a ¹ n a ⁵ Σ r a ¹ ŋ n i ¹,kà+ná+Σ+ràŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru019,tor,1.sg.2.sg.fut.aff,kò-nó-tòr-ràng-nì,kònóΣràŋnì,k o ¹ n o ⁵ Σ r a ¹ ŋ n i ¹,kò+nó+Σ+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru020,muk,1.sg.2.pl.fut.aff,kù-nú-mùk-ù-ràŋ-nì,kùnúΣùràŋnì,k u ¹ n u ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kù+nú+Σ+ù+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru021,rei,1.sg.2.pl.fut.aff,kè-né-rèi-ù-ràng-nì,kènéΣùràŋnì,k e ¹ n e ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kè+né+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru022,sit,1.sg.2.pl.fut.aff,kì-ní-sìt-ù-ràng-nì,kìníΣùràŋnì,k i ¹ n i ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kì+ní+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru023,that,1.sg.2.pl.fut.aff,kà-ná-thàt-ù-ràng-nì,kànáΣùràŋnì,k a ¹ n a ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kà+ná+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru024,tor,1.sg.2.pl.fut.aff,kò-nó-tòr-ù-ràng-nì,kònóΣùràŋnì,k o ¹ n o ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kò+nó+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru025,muk,1.pl.excl.2.sg.fut.aff,kù-nú-mùk-ù-ràŋ-nì,kùnúΣùràŋnì,k u ¹ n u ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kù+nú+Σ+ù+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru026,rei,1.pl.excl.2.sg.fut.aff,kè-né-rèi-ù-ràng-nì,kènéΣùràŋnì,k e ¹ n e ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kè+né+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru027,sit,1.pl.excl.2.sg.fut.aff,kì-ní-sìt-ù-ràng-nì,kìníΣùràŋnì,k i ¹ n i ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kì+ní+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru028,that,1.pl.excl.2.sg.fut.aff,kà-ná-thàt-ù-ràng-nì,kànáΣùràŋnì,k a ¹ n a ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kà+ná+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru029,tor,1.pl.excl.2.sg.fut.aff,kò-nó-tòr-ù-ràng-nì,kònóΣùràŋnì,k o ¹ n o ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kò+nó+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru030,muk,1.pl.excl.2.pl.fut.aff,kù-nú-mùk-ù-ràŋ-nì,kùnúΣùràŋnì,k u ¹ n u ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kù+nú+Σ+ù+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru031,rei,1.pl.excl.2.pl.fut.aff,kè-né-réi-ù-ràng-nì,kènéΣùràŋnì,k e ¹ n e ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kè+né+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru032,sit,1.pl.excl.2.pl.fut.aff,kì-ní-sít-ù-ràng-nì,kìníΣùràŋnì,k i ¹ n i ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kì+ní+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru033,that,1.pl.excl.2.pl.fut.aff,kà-ná-thát-ù-ràng-nì,kànáΣùràŋnì,k a ¹ n a ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kà+ná+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru034,tor,1.pl.excl.2.pl.fut.aff,kò-nó-tór-ù-ràng-nì,kònóΣùràŋnì,k o ¹ n o ⁵ Σ u ¹ r a ¹ ŋ n i ¹,kò+nó+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru035,muk,1.sg.3.sg.fut.aff,kù-múk-ràŋ-nì,kùΣràŋnì,k u ¹ Σ r a ¹ ŋ n i ¹,kù+Σ+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru036,rei,1.sg.3.sg.fut.aff,kè-réi-ràng-nì,kèΣràŋnì,k e ¹ Σ r a ¹ ŋ n i ¹,kè+Σ+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru037,sit,1.sg.3.sg.fut.aff,kì-sít-ràng-nì,kìΣràŋnì,k i ¹ Σ r a ¹ ŋ n i ¹,kì+Σ+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru038,that,1.sg.3.sg.fut.aff,kà-thát-ràng-nì,kàΣràŋnì,k a ¹ Σ r a ¹ ŋ n i ¹,kà+Σ+ràŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru039,tor,1.sg.3.sg.fut.aff,kò-tór-ràng-nì,kòΣràŋnì,k o ¹ Σ r a ¹ ŋ n i ¹,kò+Σ+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru040,muk,1.sg.3.pl.fut.aff,kù-múk-ù-ràŋ-nì,kùΣùràŋnì,k u ¹ Σ u ¹ r a ¹ ŋ n i ¹,kù+Σ+ù+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru041,rei,1.sg.3.pl.fut.aff,kè-réi-ù-ràng-nì,kèΣùràŋnì,k e ¹ Σ u ¹ r a ¹ ŋ n i ¹,kè+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru042,sit,1.sg.3.pl.fut.aff,kì-sít-ù-ràng-nì,kìΣùràŋnì,k i ¹ Σ u ¹ r a ¹ ŋ n i ¹,kì+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru043,that,1.sg.3.pl.fut.aff,kà-thát-ù-ràng-nì,kàΣùràŋnì,k a ¹ Σ u ¹ r a ¹ ŋ n i ¹,kà+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru044,tor,1.sg.3.pl.fut.aff,kò-tór-ù-ràng-nì,kòΣùràŋnì,k o ¹ Σ u ¹ r a ¹ ŋ n i ¹,kò+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru045,muk,1.pl.excl.3.sg.fut.aff,kù-múk-ù-ràŋ-nì,kùΣùràŋnì,k u ¹ Σ u ¹ r a ¹ ŋ n i ¹,kù+Σ+ù+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru046,muk,1.pl.incl.3.sg.fut.aff,nù-mùk-ù-ràŋ-nì,nùΣùráŋnì,n u ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nù+Σ+ù+ráŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru047,rei,1.pl.excl.3.sg.fut.aff,kè-réi-ù-ràng-nì,kèΣùràŋnì,k e ¹ Σ u ¹ r a ¹ ŋ n i ¹,kè+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru048,rei,1.pl.incl.3.sg.fut.aff,nè-rèi-ù-ráng-nì,nèΣùráŋnì,n e ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nè+Σ+ù+ráŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru049,sit,1.pl.excl.3.sg.fut.aff,kì-sít-ù-ràng-nì,kìΣùràŋnì,k i ¹ Σ u ¹ r a ¹ ŋ n i ¹,kì+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru050,sit,1.pl.incl.3.sg.fut.aff,nì-sìt-ù-ráng-nì,nìΣùráŋnì,n i ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nì+Σ+ù+ráŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru051,that,1.pl.excl.3.sg.fut.aff,kà-thát-ù-ràng-nì,kàΣùràŋnì,k a ¹ Σ u ¹ r a ¹ ŋ n i ¹,kà+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru052,that,1.pl.incl.3.sg.fut.aff,nà-thàt-ù-ráng-nì,nàΣùráŋnì,n a ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nà+Σ+ù+ráŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru053,tor,1.pl.excl.3.sg.fut.aff,kò-tór-ù-ràng-nì,kòΣùràŋnì,k o ¹ Σ u ¹ r a ¹ ŋ n i ¹,kò+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru054,tor,1.pl.incl.3.sg.fut.aff,nò-tòr-ù-ráng-nì,nòΣùráŋnì,n o ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nò+Σ+ù+ráŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru055,muk,1.pl.excl.3.pl.fut.aff,kù-múk-ù-ràŋ-nì,kùΣùràŋnì,k u ¹ Σ u ¹ r a ¹ ŋ n i ¹,kù+Σ+ù+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru056,muk,1.pl.incl.3.pl.fut.aff,nù-mùk-ù-ràŋ-nì,nùΣùráŋnì,n u ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nù+Σ+ù+ráŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru057,rei,1.pl.excl.3.pl.fut.aff,kè-réi-ù-ràng-nì,kèΣùràŋnì,k e ¹ Σ u ¹ r a ¹ ŋ n i ¹,kè+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru058,rei,1.pl.incl.3.pl.fut.aff,nè-rèi-ù-ráng-nì,nèΣùráŋnì,n e ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nè+Σ+ù+ráŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru059,sit,1.pl.excl.3.pl.fut.aff,kì-sít-ù-ràng-nì,kìΣùràŋnì,k i ¹ Σ u ¹ r a ¹ ŋ n i ¹,kì+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru060,sit,1.pl.incl.3.pl.fut.aff,nì-sìt-ù-ráng-nì,nìΣùráŋnì,n i ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nì+Σ+ù+ráŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru061,that,1.pl.excl.3.pl.fut.aff,kà-thát-ù-ràng-nì,kàΣùràŋnì,k a ¹ Σ u ¹ r a ¹ ŋ n i ¹,kà+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru062,that,1.pl.incl.3.pl.fut.aff,nà-thàt-ù-ráng-nì,nàΣùráŋnì,n a ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nà+Σ+ù+ráŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru063,tor,1.pl.excl.3.pl.fut.aff,kò-tór-ù-ràng-nì,kòΣùràŋnì,k o ¹ Σ u ¹ r a ¹ ŋ n i ¹,kò+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru064,tor,1.pl.incl.3.pl.fut.aff,nò-tòr-ù-ráng-nì,nòΣùráŋnì,n o ¹ Σ u ¹ r a ⁵ ŋ n i ¹,nò+Σ+ù+ráŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru065,mei,2.sg.fut.aff,náŋ-mèi-ràŋ-nì,náŋΣràŋnì,n a ⁵ ŋ Σ r a ¹ ŋ n i ¹,náŋ+Σ+ràŋ+nì,Awan2019Chiru,85,default,NA,NA,NA,NA,NA,NA
chiru,chiru066,mei,2.pl.fut.aff,náŋ-mèi-ù-ràŋ-ni,náŋΣùràŋnì,n a ⁵ ŋ Σ u ¹ r a ¹ ŋ n i ¹,náŋ+Σ+ù+ràŋ+nì,Awan2019Chiru,85,default,NA,NA,NA,NA,NA,NA
chiru,chiru067,muk,2.sg.1.sg.fut.aff,nàŋ-nú-mùk-ràŋ-nì,nàŋnúΣràŋnì,n a ¹ ŋ n u ⁵ Σ r a ¹ ŋ n i ¹,nàŋ+nú+Σ+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru068,rei,2.sg.1.sg.fut.aff,nàng-né-rèi-ràng-nì,nàŋnéΣràŋnì,n a ¹ ŋ n e ⁵ Σ r a ¹ ŋ n i ¹,nàŋ+né+Σ+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru069,sit,2.sg.1.sg.fut.aff,nàng-ní-sìt-ràng-nì,nàŋníΣràŋnì,n a ¹ ŋ n i ⁵ Σ r a ¹ ŋ n i ¹,nàŋ+ní+Σ+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru070,that,2.sg.1.sg.fut.aff,nàng-ná-thàt-ràng-nì,nàŋnáΣràŋnì,n a ¹ ŋ n a ⁵ Σ r a ¹ ŋ n i ¹,nàŋ+ná+Σ+ràŋ+nì,Awan2025Chiru,nopage,default,NA,NA,NA,NA,NA,NA
chiru,chiru071,tor,2.sg.1.sg.fut.aff,nàng-nó-tòr-ràng-nì,nàŋnóΣràŋnì,n a ¹ ŋ n o ⁵ Σ r a ¹ ŋ n i ¹,nàŋ+nó+Σ+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru072,muk,2.sg.1.pl.excl.fut.aff,nàŋ-nú-mùk-ù-ràŋ-nì,nàŋnúΣùràŋnì,n a ¹ ŋ n u ⁵ Σ u ¹ r a ¹ ŋ n i ¹,nàŋ+nú+Σ+ù+ràŋ+nì,Awan2019Chiru,87,NA,NA,NA,NA,copy_v,NA,NA
chiru,chiru073,rei,2.sg.1.pl.excl.fut.aff,nàng-né-rèi-ù-ràng-nì,nàŋnéΣùràŋnì,n a ¹ ŋ n e ⁵ Σ u ¹ r a ¹ ŋ n i ¹,nàŋ+né+Σ+ù+ràŋ+nì,Awan2025Chiru,nopage,NA,NA,NA,NA,copy_v,NA,NA
