cell_id,POS,TA,POL,A_Person,A_Number,A_Clusivity,O_Person,O_Number,O_Clusivity,Label
1.pl.3.sg.fut.aff,verb,fut,aff,1,pl,NA,3,sg,NA,1PL>3SG.FUT.AFF
1.pl.3.sg.fut.neg,verb,fut,neg,1,pl,NA,3,sg,NA,1PL>3SG.FUT.NEG
1.pl.3.sg.nfut.aff,verb,nfut,aff,1,pl,NA,3,sg,NA,1PL>3SG.NFUT.AFF
1.pl.3.sg.nfut.neg,verb,nfut,neg,1,pl,NA,3,sg,NA,1PL>3SG.NFUT.NEG
2.pl.1.pl.fut.aff,verb,fut,aff,2,pl,NA,1,pl,NA,2PL>1PL.FUT.AFF
2.pl.1.pl.fut.neg,verb,fut,neg,2,pl,NA,1,pl,NA,2PL>1PL.FUT.NEG
2.pl.1.pl.nfut.aff,verb,nfut,aff,2,pl,NA,1,pl,NA,2PL>1PL.NFUT.AFF
2.pl.1.pl.nfut.neg,verb,nfut,neg,2,pl,NA,1,pl,NA,2PL>1PL.NFUT.NEG
2.sg.1.pl.fut.aff,verb,fut,aff,2,sg,NA,1,pl,NA,2SG>1PL.FUT.AFF
2.sg.1.pl.fut.neg,verb,fut,neg,2,sg,NA,1,pl,NA,2SG>1PL.FUT.NEG
2.sg.1.pl.nfut.aff,verb,nfut,aff,2,sg,NA,1,pl,NA,2SG>1PL.NFUT.AFF
2.sg.1.pl.nfut.neg,verb,nfut,neg,2,sg,NA,1,pl,NA,2SG>1PL.NFUT.NEG
3.pl.1.pl.fut.aff,verb,fut,aff,3,pl,NA,1,pl,NA,3PL>1PL.FUT.AFF
3.pl.1.pl.fut.neg,verb,fut,neg,3,pl,NA,1,pl,NA,3PL>1PL.FUT.NEG
3.pl.1.pl.nfut.aff,verb,nfut,aff,3,pl,NA,1,pl,NA,3PL>1PL.NFUT.AFF
3.pl.1.pl.nfut.neg,verb,nfut,neg,3,pl,NA,1,pl,NA,3PL>1PL.NFUT.NEG
3.sg.1.pl.fut.aff,verb,fut,aff,3,sg,NA,1,pl,NA,3SG>1PL.FUT.AFF
3.sg.1.pl.fut.neg,verb,fut,neg,3,sg,NA,1,pl,NA,3SG>1PL.FUT.NEG
3.sg.1.pl.nfut.aff,verb,nfut,aff,3,sg,NA,1,pl,NA,3SG>1PL.NFUT.AFF
3.sg.1.pl.nfut.neg,verb,nfut,neg,3,sg,NA,1,pl,NA,3SG>1PL.NFUT.NEG
